,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
PALCA,talla para la edad (t/e),talla normal (t n),2008-02-01,74,12,2,4,5,3,81,19,100
PAMPA AULLAGAS,talla para la edad (t/e),talla normal (t n),2008-02-01,9,9,6,13,9,12,24,34,58
PAPEL PAMPA,talla para la edad (t/e),talla normal (t n),2008-02-01,3,2,0,1,0,0,3,3,6
PATACAMAYA,talla para la edad (t/e),talla normal (t n),2008-02-01,2,6,1,2,1,2,4,10,14
PAZÑA,talla para la edad (t/e),talla normal (t n),2008-02-01,29,22,11,13,18,7,58,42,100
PELECHUCO,talla para la edad (t/e),talla normal (t n),2008-02-01,21,22,25,10,19,14,65,46,111
POCOATA,talla para la edad (t/e),talla normal (t n),2008-02-01,1,1,17,12,12,11,30,24,54
POCONA,talla para la edad (t/e),talla normal (t n),2008-02-01,21,16,6,12,31,30,58,58,116
POJO (CBBA),talla para la edad (t/e),talla normal (t n),2008-02-01,3,4,4,5,4,6,11,15,26
POOPO,talla para la edad (t/e),talla normal (t n),2008-02-01,17,24,15,18,6,9,38,51,89
POROMA,talla para la edad (t/e),talla normal (t n),2008-02-01,23,21,11,10,26,18,60,49,109
PORTACHUELO,talla para la edad (t/e),talla normal (t n),2008-02-01,67,55,33,31,67,69,167,155,322
POTOSI,talla para la edad (t/e),talla normal (t n),2008-02-01,33,39,22,24,40,25,95,88,183
PRESTO,talla para la edad (t/e),talla normal (t n),2008-02-01,38,41,26,15,68,48,132,104,236
PUCARA,talla para la edad (t/e),talla normal (t n),2008-02-01,2,4,9,5,18,14,29,23,52
PUCARANI,talla para la edad (t/e),talla normal (t n),2008-02-01,19,22,2,3,2,6,23,31,54
PUERTO CARABUCO,talla para la edad (t/e),talla normal (t n),2008-02-01,62,55,31,22,31,45,124,122,246
PUERTO PEREZ,talla para la edad (t/e),talla normal (t n),2008-02-01,7,5,5,4,14,15,26,24,50
PUERTO VILLARROEL,talla para la edad (t/e),talla normal (t n),2008-02-01,162,148,108,101,100,95,370,344,714
PUNATA,talla para la edad (t/e),talla normal (t n),2008-02-01,8,13,3,7,20,19,31,39,70
QUILLACOLLO,talla para la edad (t/e),talla normal (t n),2008-02-01,353,272,157,152,150,140,660,564,1224
QUIME,talla para la edad (t/e),talla normal (t n),2008-02-01,60,55,36,39,42,50,138,144,282
RIBERALTA,talla para la edad (t/e),talla normal (t n),2008-02-01,127,116,69,61,47,37,243,214,457
RURRENABAQUE,talla para la edad (t/e),talla normal (t n),2008-02-01,24,8,1,0,0,1,25,9,34
SABAYA,talla para la edad (t/e),talla normal (t n),2008-02-01,11,10,6,15,11,9,28,34,62
SACABA,talla para la edad (t/e),talla normal (t n),2008-02-01,119,105,50,48,61,70,230,223,453
SACABAMBA,talla para la edad (t/e),talla normal (t n),2008-02-01,0,3,1,0,11,6,12,9,21
SACACA,talla para la edad (t/e),talla normal (t n),2008-02-01,11,8,8,10,17,14,36,32,68
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla normal (t n),2008-02-01,41,35,38,29,43,39,122,103,225
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla normal (t n),2008-02-01,6,8,8,8,7,5,21,21,42
SAN BORJA,talla para la edad (t/e),talla normal (t n),2008-02-01,264,256,124,112,160,195,548,563,1111
SAN IGNACIO,talla para la edad (t/e),talla normal (t n),2008-02-01,85,57,46,36,32,36,163,129,292
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla normal (t n),2008-02-01,13,14,11,5,14,11,38,30,68
SAN LORENZO(TJA),talla para la edad (t/e),talla normal (t n),2008-02-01,22,23,5,15,21,21,48,59,107
SAN LUCAS,talla para la edad (t/e),talla normal (t n),2008-02-01,22,27,16,14,41,40,79,81,160
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla normal (t n),2008-02-01,10,10,2,2,1,1,13,13,26
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla normal (t n),2008-02-01,7,10,2,9,5,7,14,26,40
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla normal (t n),2008-02-01,4,6,2,2,5,8,11,16,27
SAN RAFAEL,talla para la edad (t/e),talla normal (t n),2008-02-01,5,6,2,3,1,7,8,16,24
SANTA ANA,talla para la edad (t/e),talla normal (t n),2008-02-01,0,0,202,230,50,43,252,273,525
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla normal (t n),2008-02-01,0,0,0,0,0,0,0,0,0
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla normal (t n),2008-02-01,9,6,3,6,7,5,19,17,36
SANTIAGO DE HUARI,talla para la edad (t/e),talla normal (t n),2008-02-01,30,35,27,32,37,35,94,102,196
SANTIAGO DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-02-01,6,9,2,2,7,4,15,15,30
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla normal (t n),2008-02-01,0,1,0,0,1,5,1,6,7
SAPAHAQUI,talla para la edad (t/e),talla normal (t n),2008-02-01,18,18,10,21,29,26,57,65,122
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla normal (t n),2008-02-01,43,37,34,25,40,19,117,81,198
SORACACHI,talla para la edad (t/e),talla normal (t n),2008-02-01,59,47,36,34,29,43,124,124,248
SUCRE,talla para la edad (t/e),talla normal (t n),2008-02-01,72,81,42,56,140,107,254,244,498
TACACHI,talla para la edad (t/e),talla normal (t n),2008-02-01,3,3,0,0,0,0,3,3,6
TACOPAYA,talla para la edad (t/e),talla normal (t n),2008-02-01,9,13,1,5,5,5,15,23,38
TAHUA,talla para la edad (t/e),talla normal (t n),2008-02-01,2,4,0,0,0,0,2,4,6
TAPACARI,talla para la edad (t/e),talla normal (t n),2008-02-01,0,0,9,6,0,0,9,6,15
TARACO,talla para la edad (t/e),talla normal (t n),2008-02-01,21,11,15,9,34,37,70,57,127
TARATA,talla para la edad (t/e),talla normal (t n),2008-02-01,42,27,28,25,27,27,97,79,176
TARIJA,talla para la edad (t/e),talla normal (t n),2008-02-01,14,14,4,1,3,4,21,19,40
TARVITA,talla para la edad (t/e),talla normal (t n),2008-02-01,55,50,42,43,90,73,187,166,353
TIAWANACU,talla para la edad (t/e),talla normal (t n),2008-02-01,60,50,26,19,38,28,124,97,221
TINGUIPAYA,talla para la edad (t/e),talla normal (t n),2008-02-01,8,10,3,4,1,0,12,14,26
TIQUIPAYA,talla para la edad (t/e),talla normal (t n),2008-02-01,7,6,9,7,11,8,27,21,48
TIRAQUE (CBBA),talla para la edad (t/e),talla normal (t n),2008-02-01,32,22,10,8,15,12,57,42,99
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla normal (t n),2008-02-01,4,5,5,4,3,9,12,18,30
TOCO,talla para la edad (t/e),talla normal (t n),2008-02-01,15,8,26,21,30,24,71,53,124
TODOS SANTOS,talla para la edad (t/e),talla normal (t n),2008-02-01,2,3,0,0,2,1,4,4,8
TOLEDO,talla para la edad (t/e),talla normal (t n),2008-02-01,5,3,2,5,5,1,12,9,21
TORO TORO,talla para la edad (t/e),talla normal (t n),2008-02-01,15,10,14,18,15,16,44,44,88
TOTORA(CBBA),talla para la edad (t/e),talla normal (t n),2008-02-01,0,0,2,3,2,1,4,4,8
TOTORA(ORR),talla para la edad (t/e),talla normal (t n),2008-02-01,32,18,12,22,10,13,54,53,107
TRIGAL,talla para la edad (t/e),talla normal (t n),2008-02-01,1,2,2,1,2,3,5,6,11
TRINIDAD,talla para la edad (t/e),talla normal (t n),2008-02-01,17,23,12,14,9,9,38,46,84
TUPIZA,talla para la edad (t/e),talla normal (t n),2008-02-01,74,65,45,45,97,101,216,211,427
TURCO,talla para la edad (t/e),talla normal (t n),2008-02-01,15,17,9,19,11,8,35,44,79
UNCIA,talla para la edad (t/e),talla normal (t n),2008-02-01,5,6,14,11,16,23,35,40,75
URUBICHA,talla para la edad (t/e),talla normal (t n),2008-02-01,0,0,7,6,3,0,10,6,16
UYUNI,talla para la edad (t/e),talla normal (t n),2008-02-01,2,3,3,3,6,10,11,16,27
VACAS,talla para la edad (t/e),talla normal (t n),2008-02-01,16,25,3,4,13,12,32,41,73
VALLEGRANDE,talla para la edad (t/e),talla normal (t n),2008-02-01,6,3,7,2,9,12,22,17,39
VIACHA,talla para la edad (t/e),talla normal (t n),2008-02-01,154,162,94,77,58,64,306,303,609
VILLA SERRANO,talla para la edad (t/e),talla normal (t n),2008-02-01,14,20,12,17,40,36,66,73,139
VILLA TUNARI,talla para la edad (t/e),talla normal (t n),2008-02-01,141,106,83,89,114,121,338,316,654
VITICHI,talla para la edad (t/e),talla normal (t n),2008-02-01,13,15,11,9,23,19,47,43,90
YACO,talla para la edad (t/e),talla normal (t n),2008-02-01,6,7,4,7,10,16,20,30,50
YACUIBA,talla para la edad (t/e),talla normal (t n),2008-02-01,46,37,25,32,40,46,111,115,226
YAMPARAEZ,talla para la edad (t/e),talla normal (t n),2008-02-01,42,45,26,22,91,90,159,157,316
YANACACHI,talla para la edad (t/e),talla normal (t n),2008-02-01,1,3,1,2,8,5,10,10,20
YOTALA,talla para la edad (t/e),talla normal (t n),2008-02-01,48,47,38,39,94,76,180,162,342
YUNCHARA,talla para la edad (t/e),talla normal (t n),2008-02-01,10,13,6,10,30,25,46,48,94
ACHACACHI,talla para la edad (t/e),talla normal (t n),2008-03-01,97,86,35,40,49,55,181,181,362
ACHOCALLA,talla para la edad (t/e),talla normal (t n),2008-03-01,25,34,7,8,17,18,49,60,109
ALALAY,talla para la edad (t/e),talla normal (t n),2008-03-01,12,12,6,6,7,12,25,30,55
ANDAMARCA,talla para la edad (t/e),talla normal (t n),2008-03-01,2,2,1,0,0,1,3,3,6
ANTEQUERA,talla para la edad (t/e),talla normal (t n),2008-03-01,5,3,3,5,1,4,9,12,21
ANZALDO,talla para la edad (t/e),talla normal (t n),2008-03-01,8,5,1,7,16,12,25,24,49
APOLO,talla para la edad (t/e),talla normal (t n),2008-03-01,75,72,53,60,82,77,210,209,419
ARAMPAMPA,talla para la edad (t/e),talla normal (t n),2008-03-01,10,10,7,6,22,22,39,38,77
ARBIETO,talla para la edad (t/e),talla normal (t n),2008-03-01,47,29,21,19,27,30,95,78,173
ARQUE,talla para la edad (t/e),talla normal (t n),2008-03-01,37,37,12,26,30,24,79,87,166
ATOCHA,talla para la edad (t/e),talla normal (t n),2008-03-01,81,76,28,29,73,90,182,195,377
AUCAPATA,talla para la edad (t/e),talla normal (t n),2008-03-01,16,15,13,12,18,14,47,41,88
AYATA,talla para la edad (t/e),talla normal (t n),2008-03-01,43,44,20,26,30,34,93,104,197
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla normal (t n),2008-03-01,70,53,55,44,46,65,171,162,333
BATALLAS,talla para la edad (t/e),talla normal (t n),2008-03-01,48,60,50,38,70,52,168,150,318
BAURES,talla para la edad (t/e),talla normal (t n),2008-03-01,22,29,25,21,41,48,88,98,186
BELEN DE ANDAMARCA,talla para la edad (t/e),talla normal (t n),2008-03-01,0,1,1,3,1,2,2,6,8
BERMEJO,talla para la edad (t/e),talla normal (t n),2008-03-01,34,31,11,5,9,13,54,49,103
BETANZOS,talla para la edad (t/e),talla normal (t n),2008-03-01,64,48,30,42,55,64,149,154,303
BOLIVAR,talla para la edad (t/e),talla normal (t n),2008-03-01,12,15,6,4,4,10,22,29,51
CAIROMA,talla para la edad (t/e),talla normal (t n),2008-03-01,33,30,28,29,48,33,109,92,201
CALACOTO,talla para la edad (t/e),talla normal (t n),2008-03-01,18,11,13,17,18,19,49,47,96
CALAMARCA,talla para la edad (t/e),talla normal (t n),2008-03-01,46,64,48,43,74,66,168,173,341
CAMARGO,talla para la edad (t/e),talla normal (t n),2008-03-01,89,71,53,59,94,115,236,245,481
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla normal (t n),2008-03-01,21,28,17,19,23,17,61,64,125
CAPINOTA,talla para la edad (t/e),talla normal (t n),2008-03-01,12,14,7,4,19,20,38,38,76
CAQUIAVIRI,talla para la edad (t/e),talla normal (t n),2008-03-01,24,16,14,6,14,20,52,42,94
CARACOLLO,talla para la edad (t/e),talla normal (t n),2008-03-01,88,86,42,60,38,35,168,181,349
CARAPARI,talla para la edad (t/e),talla normal (t n),2008-03-01,3,2,1,1,3,2,7,5,12
CARIPUYO,talla para la edad (t/e),talla normal (t n),2008-03-01,31,35,20,27,48,48,99,110,209
CARMEN RIVERO TORREZ,talla para la edad (t/e),talla normal (t n),2008-03-01,0,0,9,17,9,7,18,24,42
CATACORA,talla para la edad (t/e),talla normal (t n),2008-03-01,0,3,4,3,4,4,8,10,18
CHALLAPATA,talla para la edad (t/e),talla normal (t n),2008-03-01,47,41,28,34,59,55,134,130,264
CHAYANTA,talla para la edad (t/e),talla normal (t n),2008-03-01,4,7,3,4,7,7,14,18,32
CHIPAYA,talla para la edad (t/e),talla normal (t n),2008-03-01,1,1,0,0,0,0,1,1,2
CHOQUE COTA,talla para la edad (t/e),talla normal (t n),2008-03-01,0,0,2,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla normal (t n),2008-03-01,5,7,8,10,12,9,25,26,51
CHUMA,talla para la edad (t/e),talla normal (t n),2008-03-01,45,52,17,22,26,27,88,101,189
CLIZA,talla para la edad (t/e),talla normal (t n),2008-03-01,108,93,58,47,45,64,211,204,415
COBIJA,talla para la edad (t/e),talla normal (t n),2008-03-01,65,43,44,50,63,1170,172,1263,1435
COIPASA,talla para la edad (t/e),talla normal (t n),2008-03-01,2,5,3,5,7,4,12,14,26
COLCAPIRHUA,talla para la edad (t/e),talla normal (t n),2008-03-01,4,5,1,1,4,4,9,10,19
"COLCHA ""K""",talla para la edad (t/e),talla normal (t n),2008-03-01,6,9,3,6,12,9,21,24,45
COLLANA,talla para la edad (t/e),talla normal (t n),2008-03-01,8,6,4,3,5,7,17,16,33
COLOMI,talla para la edad (t/e),talla normal (t n),2008-03-01,117,99,59,44,81,99,257,242,499
COLQUENCHA,talla para la edad (t/e),talla normal (t n),2008-03-01,37,37,22,25,34,35,93,97,190
COLQUIRI,talla para la edad (t/e),talla normal (t n),2008-03-01,23,13,0,0,5,5,28,18,46
COMBAYA,talla para la edad (t/e),talla normal (t n),2008-03-01,0,0,1,8,1,1,2,9,11
COPACABANA,talla para la edad (t/e),talla normal (t n),2008-03-01,44,52,24,21,46,39,114,112,226
CORIPATA,talla para la edad (t/e),talla normal (t n),2008-03-01,34,49,22,21,30,36,86,106,192
CORO CORO,talla para la edad (t/e),talla normal (t n),2008-03-01,46,57,9,14,39,23,94,94,188
COROICO,talla para la edad (t/e),talla normal (t n),2008-03-01,66,46,40,46,37,39,143,131,274
CORQUE,talla para la edad (t/e),talla normal (t n),2008-03-01,10,9,5,11,14,9,29,29,58
COTAGAITA,talla para la edad (t/e),talla normal (t n),2008-03-01,5,7,11,12,16,15,32,34,66
CULPINA,talla para la edad (t/e),talla normal (t n),2008-03-01,66,90,70,58,113,125,249,273,522
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla normal (t n),2008-03-01,26,28,15,12,9,10,50,50,100
CURVA,talla para la edad (t/e),talla normal (t n),2008-03-01,17,8,9,5,7,14,33,27,60
DESAGUADERO,talla para la edad (t/e),talla normal (t n),2008-03-01,18,26,13,9,16,13,47,48,95
EL ALTO,talla para la edad (t/e),talla normal (t n),2008-03-01,2216,2195,1157,1085,1556,1574,4929,4854,9783
EL CHORO,talla para la edad (t/e),talla normal (t n),2008-03-01,7,5,3,0,4,5,14,10,24
EL PUENTE(TJA),talla para la edad (t/e),talla normal (t n),2008-03-01,12,7,11,11,14,24,37,42,79
EL VILLAR,talla para la edad (t/e),talla normal (t n),2008-03-01,13,12,12,11,32,24,57,47,104
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2008-03-01,38,36,26,30,35,33,99,99,198
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2008-03-01,35,37,27,26,67,43,129,106,235
ESCARA,talla para la edad (t/e),talla normal (t n),2008-03-01,0,0,0,0,0,1,0,1,1
EUCALIPTUS,talla para la edad (t/e),talla normal (t n),2008-03-01,24,35,17,24,29,22,70,81,151
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla normal (t n),2008-03-01,46,43,26,24,34,46,106,113,219
GUAQUI,talla para la edad (t/e),talla normal (t n),2008-03-01,32,39,18,13,22,16,72,68,140
GUTIERREZ,talla para la edad (t/e),talla normal (t n),2008-03-01,0,0,4,5,0,0,4,5,9
HUACARETA,talla para la edad (t/e),talla normal (t n),2008-03-01,15,2,1,0,2,6,18,8,26
HUACHACALLA,talla para la edad (t/e),talla normal (t n),2008-03-01,2,1,0,1,1,2,3,4,7
HUANUNI,talla para la edad (t/e),talla normal (t n),2008-03-01,4,5,1,1,1,1,6,7,13
HUARACAJE,talla para la edad (t/e),talla normal (t n),2008-03-01,15,22,19,10,20,15,54,47,101
HUAYLLAMARCA,talla para la edad (t/e),talla normal (t n),2008-03-01,23,22,12,16,17,24,52,62,114
ICHOCA,talla para la edad (t/e),talla normal (t n),2008-03-01,10,7,8,9,9,11,27,27,54
ICLA,talla para la edad (t/e),talla normal (t n),2008-03-01,68,72,46,56,143,157,257,285,542
INCAHUASI,talla para la edad (t/e),talla normal (t n),2008-03-01,151,152,119,112,205,205,475,469,944
INGAVI (HUMAITA),talla para la edad (t/e),talla normal (t n),2008-03-01,0,0,1,1,0,0,1,1,2
INQUISIVI,talla para la edad (t/e),talla normal (t n),2008-03-01,47,45,33,21,61,33,141,99,240
IXIAMAS,talla para la edad (t/e),talla normal (t n),2008-03-01,33,40,21,22,40,32,94,94,188
JESUS DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-03-01,51,52,35,46,91,91,177,189,366
LA PAZ,talla para la edad (t/e),talla normal (t n),2008-03-01,1286,1344,642,641,979,982,2907,2967,5874
LA RIVERA,talla para la edad (t/e),talla normal (t n),2008-03-01,0,0,0,0,0,1,0,1,1
LAJA,talla para la edad (t/e),talla normal (t n),2008-03-01,97,81,57,37,44,30,198,148,346
LAS CARRERAS,talla para la edad (t/e),talla normal (t n),2008-03-01,16,18,24,17,43,35,83,70,153
LICOMA PAMPA,talla para la edad (t/e),talla normal (t n),2008-03-01,10,82,20,17,31,26,61,125,186
LLALLAGUA,talla para la edad (t/e),talla normal (t n),2008-03-01,23,18,11,7,19,22,53,47,100
LLICA,talla para la edad (t/e),talla normal (t n),2008-03-01,30,21,12,10,20,19,62,50,112
LORETO,talla para la edad (t/e),talla normal (t n),2008-03-01,7,2,0,1,8,4,15,7,22
LURIBAY,talla para la edad (t/e),talla normal (t n),2008-03-01,23,8,11,18,20,18,54,44,98
MACHACAMARCA,talla para la edad (t/e),talla normal (t n),2008-03-01,12,6,10,6,12,11,34,23,57
MAGDALENA,talla para la edad (t/e),talla normal (t n),2008-03-01,53,53,27,28,28,34,108,115,223
MALLA,talla para la edad (t/e),talla normal (t n),2008-03-01,10,11,6,5,12,15,28,31,59
MECAPACA,talla para la edad (t/e),talla normal (t n),2008-03-01,3,5,1,3,11,9,15,17,32
MIZQUE,talla para la edad (t/e),talla normal (t n),2008-03-01,21,30,15,12,25,22,61,64,125
MOCOMOCO,talla para la edad (t/e),talla normal (t n),2008-03-01,27,50,14,16,24,31,65,97,162
MOJINETE,talla para la edad (t/e),talla normal (t n),2008-03-01,2,0,2,2,0,5,4,7,11
MOJOCOYA,talla para la edad (t/e),talla normal (t n),2008-03-01,2,4,2,4,0,3,4,11,15
MORO MORO,talla para la edad (t/e),talla normal (t n),2008-03-01,13,9,7,5,19,22,39,36,75
MOROCHATA,talla para la edad (t/e),talla normal (t n),2008-03-01,52,62,27,36,34,30,113,128,241
NAZACARA DE PACAJES,talla para la edad (t/e),talla normal (t n),2008-03-01,1,1,0,0,0,1,1,2,3
OCURI,talla para la edad (t/e),talla normal (t n),2008-03-01,63,17,7,18,19,22,89,57,146
OMEREQUE,talla para la edad (t/e),talla normal (t n),2008-03-01,3,5,0,0,0,0,3,5,8
ORURO,talla para la edad (t/e),talla normal (t n),2008-03-01,638,612,400,719,367,364,1405,1695,3100
PADCAYA,talla para la edad (t/e),talla normal (t n),2008-03-01,20,30,19,18,22,24,61,72,133
PADILLA,talla para la edad (t/e),talla normal (t n),2008-03-01,54,78,26,49,90,122,170,249,419
PALCA,talla para la edad (t/e),talla normal (t n),2008-03-01,17,12,7,5,1,2,25,19,44
PAMPA AULLAGAS,talla para la edad (t/e),talla normal (t n),2008-03-01,4,10,11,9,8,8,23,27,50
PAPEL PAMPA,talla para la edad (t/e),talla normal (t n),2008-03-01,5,2,1,3,1,0,7,5,12
PASORAPA,talla para la edad (t/e),talla normal (t n),2008-03-01,11,3,1,2,4,5,16,10,26
PATACAMAYA,talla para la edad (t/e),talla normal (t n),2008-03-01,6,3,3,2,3,3,12,8,20
PAZÑA,talla para la edad (t/e),talla normal (t n),2008-03-01,23,31,17,20,15,26,55,77,132
PELECHUCO,talla para la edad (t/e),talla normal (t n),2008-03-01,27,29,24,16,15,16,66,61,127
POCOATA,talla para la edad (t/e),talla normal (t n),2008-03-01,10,6,2,2,3,4,15,12,27
POCONA,talla para la edad (t/e),talla normal (t n),2008-03-01,27,36,18,20,19,12,64,68,132
POJO (CBBA),talla para la edad (t/e),talla normal (t n),2008-03-01,28,15,3,6,8,10,39,31,70
POOPO,talla para la edad (t/e),talla normal (t n),2008-03-01,15,32,10,15,14,11,39,58,97
POROMA,talla para la edad (t/e),talla normal (t n),2008-03-01,42,26,18,12,36,40,96,78,174
PORTACHUELO,talla para la edad (t/e),talla normal (t n),2008-03-01,68,53,23,29,50,46,141,128,269
PORVENIR,talla para la edad (t/e),talla normal (t n),2008-03-01,39,43,18,23,35,29,92,95,187
POTOSI,talla para la edad (t/e),talla normal (t n),2008-03-01,43,53,24,35,33,34,100,122,222
PRESTO,talla para la edad (t/e),talla normal (t n),2008-03-01,65,60,42,44,69,57,176,161,337
PUCARA,talla para la edad (t/e),talla normal (t n),2008-03-01,4,4,1,1,7,6,12,11,23
PUCARANI,talla para la edad (t/e),talla normal (t n),2008-03-01,12,12,0,0,3,2,15,14,29
PUERTO CARABUCO,talla para la edad (t/e),talla normal (t n),2008-03-01,59,49,30,35,65,53,154,137,291
PUERTO PEREZ,talla para la edad (t/e),talla normal (t n),2008-03-01,10,8,5,2,8,4,23,14,37
PUERTO VILLARROEL,talla para la edad (t/e),talla normal (t n),2008-03-01,173,158,115,105,140,118,428,381,809
PUNA,talla para la edad (t/e),talla normal (t n),2008-03-01,3,3,3,1,6,8,12,12,24
PUNATA,talla para la edad (t/e),talla normal (t n),2008-03-01,24,16,8,5,12,6,44,27,71
QUILLACOLLO,talla para la edad (t/e),talla normal (t n),2008-03-01,487,415,201,234,308,310,996,959,1955
QUIME,talla para la edad (t/e),talla normal (t n),2008-03-01,54,64,32,26,50,58,136,148,284
RIBERALTA,talla para la edad (t/e),talla normal (t n),2008-03-01,131,100,78,60,50,52,259,212,471
RURRENABAQUE,talla para la edad (t/e),talla normal (t n),2008-03-01,11,15,2,0,1,1,14,16,30
SABAYA,talla para la edad (t/e),talla normal (t n),2008-03-01,4,5,6,4,18,8,28,17,45
SACABA,talla para la edad (t/e),talla normal (t n),2008-03-01,230,188,78,80,75,79,383,347,730
SACABAMBA,talla para la edad (t/e),talla normal (t n),2008-03-01,15,15,17,14,42,27,74,56,130
SACACA,talla para la edad (t/e),talla normal (t n),2008-03-01,36,38,37,42,98,84,171,164,335
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla normal (t n),2008-03-01,61,47,43,40,47,48,151,135,286
SAN AGUSTIN,talla para la edad (t/e),talla normal (t n),2008-03-01,6,2,2,1,4,4,12,7,19
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla normal (t n),2008-03-01,3,9,3,4,3,4,9,17,26
SAN BENITO,talla para la edad (t/e),talla normal (t n),2008-03-01,0,2,0,0,2,2,2,4,6
SAN BORJA,talla para la edad (t/e),talla normal (t n),2008-03-01,318,337,175,179,355,321,848,837,1685
SAN IGNACIO,talla para la edad (t/e),talla normal (t n),2008-03-01,28,31,21,17,21,24,70,72,142
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla normal (t n),2008-03-01,9,5,17,7,37,37,63,49,112
