municipality,group,variable,month,< de 1 año-H,< de 1 año-M,1 a 4 años-H,1 a 4 años-M,5 a 14 años-H,5 a 14 años-M,15 a 59 años-H,15 a 59 años-M,60 y más-H,60 y más-M,TOTAL-H,TOTAL-M,TOTAL
MECAPACA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MIZQUE,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,2,2,12,0,0,2,14,16
MOJOCOYA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,3,0,0,0,3,3
MOROCHATA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,1,0,1,0,0,0,2,2
ORURO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,3,4,0,5,3,8
PAILON,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,1,1,1,2,0,0,2,3,5
PALOS BLANCOS,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
PATACAMAYA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
POCONA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,0,1,0,1,0,1
PORONGO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
POTOSI,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO PEREZ,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,1,0,2,2
PUERTO QUIJARRO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO VILLARROEL,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,3,0,0,0,3,3
PUNA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,3,1,2,1,5,6
PUNATA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,5,0,0,1,5,6
QUILLACOLLO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,2,34,0,0,2,34,36
REYES,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
RIBERALTA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SACABA,violencia  intrafamiliar,intrafamiliar,2007-11-01,2,0,0,1,0,2,4,14,0,1,6,18,24
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,1,0,0,0,2,1,0,1,3,4
SAN LORENZO(PND),violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,2,1,0,0,2,1,3
SAN LORENZO(TJA),violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN LUCAS,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,1,0,0,3,0,0,1,3,4
SAN MATIAS,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,1,0,1,0,0,0,2,2
SANTA ROSA DEL SARA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SICA SICA (VILLA AROMA),violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SIPE SIPE,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,15,0,3,0,18,18
SOPACHUY,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SORATA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,2,1,0,2,2,4
SUCRE,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,13,0,0,1,13,14
TACACOMA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TACOPAYA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TAPACARI,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,1,0,0,0,0,0,1,1
TARVITA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,2,0,0,0,2,2
TEOPONTE,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TINGUIPAYA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TIPUANI,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,3,0,0,0,3,3
TIQUIPAYA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,2,0,2,6,7,12,0,0,11,18,29
TIRAQUE (CBBA),violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,4,1,2,1,6,7
TOTORA(CBBA),violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,1,0,1,1,2
TRIGAL,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TUPIZA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,3,1,3,7,0,0,6,8,14
URUBICHA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,0,0,0,1,0,1
VACAS,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,5,0,0,0,5,5
VILA VILA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA MONTES,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,7,0,0,0,7,7
VILLA RIVERO,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,1,0,1,0,0,0,2,2
VILLA TUNARI,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,4,0,0,1,4,5
VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,1,1,0,0,1,1,2
VILLAZON,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,1,2,0,13,0,0,1,15,16
WARNES,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
YACUIBA,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
YAMPARAEZ,violencia  intrafamiliar,intrafamiliar,2007-11-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHACACHI,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,2,0,1,1,3,1,4
AIQUILE,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,2,0,0,0,2,2
ARQUE,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
BETANZOS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CAJUATA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CALAMARCA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CARACOLLO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CHALLAPATA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,2,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CLIZA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,4,0,0,0,4,4
COBIJA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
COCHABAMBA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,1,0,0,0,0,0,4,0,0,0,5,5
COLOMI,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,1,8,0,1,1,9,10
COLQUENCHA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
COMARAPA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,3,0,0,0,3,3
COROICO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,1,0,5,0,1,0,7,7
COTAGAITA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,2,0,0,0,2,2
COTOCA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
CURAHUARA DE CARANGAS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,1,1,2,0,0,1,3,4
EL ALTO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,2,2,6,3,66,0,1,5,75,80
EL PUENTE(STC),violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,2,0,0,0,2,2
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
EUCALIPTUS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
FERNANDEZ ALONSO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
GUAYARAMERIN,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,3,0,0,0,3,3
HUANUNI,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,2,0,0,0,2,2
LA ASUNTA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,8,0,0,0,8,8
LA GUARDIA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,2,0,4,0,0,0,6,6
LA PAZ,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,2,2,4,13,5,58,0,0,11,73,84
LLALLAGUA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,1,0,0,0,1,7,0,0,2,7,9
MAGDALENA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MAIRANA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MAPIRI,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MINEROS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,1,5,0,0,1,5,6
MIZQUE,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MONTEAGUDO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,2,0,0,0,2,2
MONTERO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
MOROCHATA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,3,0,0,0,3,3
ORURO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,2,0,0,0,2,2
PALOS BLANCOS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
POJO (CBBA),violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
PORTACHUELO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO ACOSTA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO CARABUCO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,0,0,1,0,1,1
PUERTO QUIJARRO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,1,0,2,2
PUNATA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,5,0,2,0,7,7
QUILLACOLLO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
RIBERALTA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SACABA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,2,19,2,1,4,20,24
SAN BENITO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,1,1,0,0,1,1,2
SAN CARLOS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN LUCAS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,3,0,0,0,3,3
SAN MATIAS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,2,0,0,0,2,2
SANTA ANA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,2,0,0,0,1,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,1,0,0,0,5,0,0,0,6,6
SANTA ROSA DEL SARA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
SAPAHAQUI,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,0,1,0,1,0,1
SIPE SIPE,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,4,0,2,0,6,6
SUCRE,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,5,0,1,0,6,6
TARATA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,1,1,0,3,0,0,1,4,5
TINGUIPAYA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,1,0,0,0,0,0,0,0,1,1
TIPUANI,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
TIQUIPAYA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,2,1,5,0,0,1,7,8
TIRAQUE (CBBA),violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,3,0,0,0,3,3
TUPIZA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,1,2,1,10,0,0,2,12,14
UNCIA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VACAS,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,5,0,1,0,6,6
VILLA RIVERO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,2,0,1,0,3,3
VILLA TUNARI,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,7,0,0,0,7,7
VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLAZON,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,1,9,0,0,1,9,10
VINTO,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,24,0,0,0,24,24
YAPACANI,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,3,0,0,1,3,1,4
YOTALA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,4,0,0,0,4,4
YUNCHARA,violencia  intrafamiliar,intrafamiliar,2007-12-01,0,0,0,0,0,0,0,1,0,0,0,1,1
